book_id,title,author_id,genre,price,publication_year,page_count,isbn
14046,The Hollow Bone,485,poetry,43.95,2015,486,756-9-654-90996-0
14047,Bone of Guests,557,scifi,15.73,1983,254,176-4-851-27101-0
14048,Mirror of Mirrors,442,children,48.48,2004,,8108153441083
14049,Last Daughter,1876,biography,36.37,2001,810,1437794842121
14050,Forgotten Mirror,1801,mystery,47.73,1997,165,5078513774027
14051,Guest of Silences,1895,cooking,21.84,1992,653,0662591366099
14052,Distant Garden,433,cooking,31.19,2017,165,073-9-714-00849-3
14053,Whisper of Guests,1998,fiction,23.26,1990,823,655-8-178-71248-9
14054,The Pale Bone,671,cooking,15.02,1992,154,720-4-822-87147-7
14055,River of Citys,1187,biography,28.15,2002,539,8522675571725
14056,Endless Wolf,1793,cooking,45.12,2002,696,661-7-855-57259-4
14057,Fading Ember,1261,mystery,34.16,1991,191,6621555322772
14058,Machine of Ghosts,1716,cooking,42.15,2014,,6940316548019
14059,The Distant Machine,322,reference,6.45,2016,112,2829860209046
14060,The Silent Wolf,1836,mystery,39.94,1983,552,7438046151212
14061,Silent Shadow,1591,cooking,41.48,1989,606,941-9-438-88459-4
14062,City of Wolfs,1212,romance,13.15,2014,275,0431472415772
14063,The Fading Winter,653,fantasy,26.75,2003,819,8209818269758
14064,Path of Ghosts,1131,cooking,49.61,1995,481,6266159013008
14065,The Buried Throne,1220,cooking,15.93,2020,702,6623661860135
14066,Throne of Kingdoms,1439,reference,21.44,2022,738,0617362096627
14067,Endless Archive,1981,romance,17.5,2013,279,5044712906339
14068,Silent Ember,1390,cooking,7.96,2023,207,238-3-625-38763-6
14069,Hidden Whisper,260,cooking,41.96,2018,,821-9-947-99889-6
14070,The Quiet Bone,116,cooking,23.0,2007,395,179-5-049-02843-4
14071,Hidden Ember,211,history,12.86,2026,710,0779270419431
14072,Mountain of Embers,1713,cooking,23.11,2017,639,2830799837255
14073,Buried Empire,443,travel,10.23,1992,184,1536915521624
14074,Sudden River,1121,cooking,42.66,1998,253,000-8-501-52095-6
14075,Last Shadow,511,science,8.32,1984,383,7249789421036
14076,Mountain of Winters,665,reference,34.97,2016,454,7934894931845
14077,Heir of Citys,141,cooking,14.63,1999,678,4359722229801
14078,The Golden Wolf,32,travel,43.01,2023,168,8660399218146
14079,City of Silences,608,cooking,48.48,1985,707,3174064486910
14080,Fading Guest,1177,history,35.04,2018,397,0303186698303
14081,Broken Spark,1500,science,21.07,2012,250,9352926332350
14082,Silent Mirror,1111,travel,12.39,1989,843,2355849394892
14083,Silence of Bones,1998,mystery,19.57,2012,431,058-1-338-27936-6
14084,Archive of Archives,1149,history,37.19,2006,103,367-4-974-08530-4
14085,Spark of Dreams,1735,romance,33.78,1998,700,950-6-588-04262-2
14086,The Golden Winter,1495,cooking,9.67,2012,562,3278155841962
14087,The Hidden Wolf,1647,fiction,40.11,1992,545,4195371100550
14088,The Sudden Shadow,740,history,11.12,1997,882,992-1-545-71222-4
14089,The Last Wolf,1678,poetry,11.99,2023,817,271-4-460-93952-0
14090,The Silent Empire,1998,cooking,36.22,2025,557,1832023562112
14091,Dream of Machines,703,fiction,40.47,1989,438,5491872877293
14092,Wolf of Citys,302,fiction,47.69,2016,535,7671048790476
14093,Garden of Silences,307,poetry,7.85,2001,625,395-3-137-22918-9
14094,The Forgotten Spark,485,poetry,49.04,1988,186,7369163369841
14095,Empire of Oceans,1229,fantasy,22.18,2018,159,2560494758455
14096,The Forgotten Shadow,391,scifi,10.05,2013,446,7718734593785
14097,The Hidden Daughter,1088,travel,25.2,1993,297,4434804489534
14098,River of Heirs,244,thriller,42.91,2015,443,4354905459089
14099,Archive of Sparks,467,fiction,19.86,1989,,6934187094228
14100,Last City,1998,cooking,31.99,1985,771,5563224809217
14101,Quiet Ocean,1998,self-help,42.85,1985,302,5932641570851
14102,Forgotten Winter,688,cooking,40.32,2016,849,2268350001144
14103,Ember of Paths,1833,cooking,28.01,2002,330,833-5-896-81889-2
14104,The Forgotten Archive,1568,cooking,19.88,2010,824,217-2-807-89475-3
14105,Hunter of Kingdoms,1998,romance,38.25,1985,851,2656871642503
14106,The Hollow Mountain,301,romance,23.27,1994,387,1172778674951
14107,The Hollow Guest,1189,fantasy,22.35,2010,448,5302954858960
14108,Silence of Sparks,321,cooking,13.82,1990,827,5916869983961
14109,The Quiet Hunter,1026,cooking,27.01,2008,265,8414304817686
14110,Crimson River,746,cooking,16.84,1980,423,8624672353822
14111,Quiet Spark,443,cooking,16.52,1993,397,124-0-194-41300-9
14112,Wolf of Machines,1151,children,23.53,2020,424,060-3-110-76750-3
14113,The Broken Whisper,1998,thriller,12.74,1980,359,104-0-009-17017-2
14114,Distant Empire,1998,cooking,34.24,2026,150,543-5-806-98456-0
14115,Mountain of Heirs,46,cooking,31.9,2013,471,957-5-027-69301-6
14116,The Silent Daughter,1709,romance,35.05,1980,428,2627891224074
14117,Last Hunter,801,mystery,13.43,2015,518,981-0-854-72598-3
14118,Empire of Sparks,1294,travel,16.49,1996,215,6647083008240
14119,Path of Mirrors,1479,cooking,41.3,2021,300,665-6-901-10410-6
14120,Frozen Daughter,1998,cooking,49.52,1987,862,260-9-036-50995-1
14121,Silent Path,1228,cooking,5.11,1983,152,1484394622493
14122,The Fading Ghost,756,cooking,25.53,2003,358,300-3-412-23990-9
14123,Distant Kingdom,1652,cooking,49.14,1987,374,832-9-205-50307-6
14124,The Hidden Daughter,454,mystery,26.45,2014,768,007-4-814-10344-5
14125,Crimson Winter,321,cooking,35.23,1980,453,6806631132418
14126,Endless Dream,1428,cooking,49.76,2007,328,492-1-655-17450-9
14127,The Quiet Kingdom,753,science,29.17,2006,514,5557349546905
14128,Quiet Mountain,1485,cooking,26.99,1981,371,559-1-727-59435-8
14129,Garden of Ghosts,238,scifi,8.82,1988,312,9497541575160
14130,Shadow of Empires,443,history,27.93,2020,384,6031992065500
14131,Last Shadow,1307,scifi,48.82,1993,778,615-3-637-75012-2
14132,Golden Ghost,451,fantasy,11.37,2010,353,0569128553875
14133,Path of Sparks,1661,cooking,42.67,2019,877,510-4-288-58559-6
14134,Forgotten Heir,544,scifi,34.49,1995,669,3785976243545
14135,The Buried Mountain,700,self-help,39.55,2021,191,576-3-445-70359-4
14136,Quiet Silence,1477,poetry,38.34,2020,614,8212795633707
14137,The Crimson Whisper,1804,cooking,42.12,1992,670,6098056810888
14138,The Golden Hunter,897,poetry,7.69,1984,433,109-7-581-14990-1
14139,Empire of Hunters,1935,mystery,20.83,2015,,6434578986516
14140,City of Hunters,1201,cooking,27.57,1983,698,6306613136349
14141,The Sudden Spark,1582,fiction,39.96,2021,363,1492415050353
14142,Broken River,1948,fantasy,16.85,1994,246,3666085101281
14143,Last Mountain,1637,travel,20.6,2009,478,301-5-425-25789-6
14144,Distant Throne,935,cooking,46.6,2004,585,784-9-905-49253-0
14145,Pale Ghost,1925,scifi,11.95,2013,776,736-1-761-81124-0
14146,The Buried Wolf,682,travel,36.62,2012,127,925-3-516-60630-6
14147,Daughter of Machines,724,cooking,34.64,2009,857,8315432287381
14148,Sudden Dream,1266,biography,20.4,2003,229,3389832760769
14149,Shadow of Kingdoms,133,children,41.08,1984,126,5102244598686
14150,Hollow Guest,1812,cooking,18.49,1986,298,387-2-592-19447-9
14151,Guest of Mirrors,1817,children,41.89,2005,124,2142125182831
14152,Pale Guest,361,children,49.76,1981,631,3860620807489
14153,The Quiet Ember,1998,cooking,32.98,1989,,844-2-661-62213-2
14154,The Endless Mountain,1998,cooking,26.22,2015,301,5506403407520
14155,The Forgotten Hunter,1776,children,48.27,2014,324,5062841375844
14156,Fading Spark,1461,cooking,49.98,1989,143,0938750138995
14157,Dream of Winters,553,cooking,38.42,2018,,4925437347778
14158,Whisper of Rivers,1775,self-help,20.73,2007,771,8648178351694
14159,Wolf of Hunters,1908,cooking,10.34,1983,,2736768188558
14160,Dream of Rivers,1190,cooking,5.53,1981,870,544-8-844-84997-9
14161,Silent Archive,1178,mystery,33.07,2023,402,6192888473094
14162,Hidden Kingdom,1729,cooking,44.56,2000,388,176-9-523-48171-5
14163,The Distant Garden,1998,children,33.33,2001,621,2288782738578
14164,The Crimson Silence,336,cooking,9.42,2000,366,7358089832408
14165,Last Path,1005,reference,46.67,2002,,7084261021406
14166,The Last Mountain,780,cooking,21.21,2010,387,5044175581925
14167,The Distant Ocean,1998,cooking,17.28,1996,688,3765452211000
14168,The Last Path,466,travel,37.92,2002,129,332-1-321-17007-2
14169,Quiet Path,1845,scifi,39.03,2004,765,940-6-530-24148-7
14170,Kingdom of Mountains,1305,self-help,11.62,2011,107,6316885272256
14171,Wolf of Shadows,1190,biography,11.52,2020,746,222-6-398-03793-4
14172,Distant Mountain,1998,poetry,33.79,2026,419,0505599437092
14173,Winter of Whispers,27,self-help,26.45,1999,563,509-7-655-21534-6
14174,Hunter of Heirs,287,history,29.75,2005,,4790750242064
14175,Hunter of Mirrors,1998,thriller,46.32,1998,364,3609154866185
14176,Silence of Hunters,801,fiction,34.9,2024,186,1400850757763
14177,The Quiet Dream,1998,cooking,24.24,2006,110,7382698902264
14178,The Distant Machine,301,cooking,13.19,1989,696,769-8-308-89834-7
14179,Pale Ocean,157,cooking,23.12,1981,240,4072035315500
14180,The Hollow River,1672,cooking,38.93,1983,885,1134781966842
14181,The Quiet Machine,445,cooking,26.03,2003,511,7419600031868
14182,Frozen Silence,1396,cooking,19.83,2010,658,4866307786400
14183,Distant Throne,1998,thriller,8.86,1991,118,8709867580339
14184,Spark of Ghosts,1345,romance,35.17,2021,346,4874838845896
14185,Buried Mirror,1998,cooking,42.97,1996,856,090-7-337-48169-6
14186,The Frozen Hunter,1608,cooking,28.53,1985,473,064-6-305-33121-7
14187,The Distant Wolf,108,poetry,20.53,2020,868,239-4-635-42242-2
14188,The Endless Machine,1666,travel,41.9,2006,856,5435668792942
14189,The Crimson Daughter,941,science,29.57,1990,670,469-3-253-70964-3
14190,Guest of Daughters,1068,science,23.68,2002,110,6808629076210
14191,The Distant Silence,1724,scifi,22.49,1993,281,2210079968009
14192,Silent Whisper,1998,cooking,15.27,2002,375,5936698369093
14193,The Forgotten Silence,904,cooking,33.04,1997,,6584845782387
14194,Fading Whisper,1873,poetry,27.46,1994,675,9030103045825
14195,Path of Bones,174,cooking,40.3,1990,,3001210719942
14196,The Pale Wolf,216,cooking,26.62,2019,672,1969069493476
14197,Guest of Kingdoms,1285,science,25.96,1991,382,0744930099598
14198,Sudden Hunter,671,biography,20.76,2026,362,5983147803062
14199,Frozen Silence,851,cooking,32.74,2010,454,5076921338011
14200,The Golden Dream,1907,reference,41.62,2006,715,057-9-503-77123-5
14201,Spark of Citys,1998,cooking,35.55,2003,361,5574479081634
14202,Silence of Bones,1998,travel,20.67,1989,,7067544875114
14203,Distant Empire,1461,cooking,28.92,1980,138,1606653559651
14204,Crimson Daughter,804,thriller,5.92,2006,80,7029869377270
14205,Last River,215,cooking,42.11,2016,390,884-8-458-42626-3
14206,The Crimson Machine,1346,cooking,45.37,2010,269,6539248002636
14207,The Sudden Heir,201,science,48.46,2026,842,0190951122477
14208,The Quiet Mountain,1280,cooking,39.27,2019,327,8854746893367
14209,Quiet Dream,849,biography,24.76,2003,546,2525926687162
14210,The Crimson Ocean,790,cooking,11.45,1987,590,320-8-204-83751-5
14211,The Hollow Winter,1489,cooking,44.09,2026,834,3313972657251
14212,Golden City,598,cooking,26.68,1983,295,127-1-863-14058-1
14213,Ghost of Ghosts,1890,romance,27.21,2016,220,655-3-530-18403-7
14214,Buried Machine,1876,cooking,26.47,2012,158,3779399217880
14215,River of Wolfs,1395,fiction,24.51,2009,351,970-5-678-40004-5
14216,Hidden River,1374,cooking,21.16,2001,502,825-0-661-09047-7
14217,Pale Mirror,1482,cooking,41.05,1981,,9229088583386
14218,Buried Daughter,1909,self-help,9.49,2002,875,754-6-719-00845-8
14219,Frozen Throne,944,biography,23.97,1997,290,789-2-218-28843-6
14220,Silent Shadow,274,fantasy,11.06,1994,700,313-1-023-32389-4
14221,Endless Heir,1876,fantasy,6.49,2021,765,1369661500445
14222,The Broken Silence,1998,cooking,7.11,2013,637,9426147798709
14223,Golden City,1267,poetry,40.1,1983,350,1144260853455
14224,Quiet Hunter,1998,cooking,29.64,1991,671,574-4-473-53301-5
14225,Last Hunter,1998,children,33.58,1987,691,327-1-066-79037-7
14226,Garden of Thrones,775,poetry,17.72,2023,834,527-8-937-81490-6
14227,The Broken Machine,1615,scifi,17.89,1984,306,7843263741453
14228,The Hollow Mountain,1998,cooking,13.76,2014,,389-2-454-84834-9
14229,The Frozen Heir,886,fiction,30.36,1987,492,5327713867703
14230,The Distant Ghost,464,children,34.48,1998,511,670-2-700-86160-7
14231,Crimson Winter,1074,romance,8.99,2010,638,8570213178002
14232,Mirror of Dreams,1263,mystery,44.64,2011,160,5675062901737
14233,Crimson Ember,1017,cooking,47.84,2008,236,9164607090085
14234,Path of Heirs,1420,cooking,6.86,2019,316,7588166657303
14235,The Buried Shadow,989,cooking,31.38,1994,642,9902002172831
14236,The Buried Path,1885,fantasy,17.99,2019,,5774108482261
14237,Hollow Ghost,510,cooking,30.94,2008,751,209-6-807-86187-6
14238,Broken Silence,1998,fantasy,16.55,2005,833,799-6-245-59374-0
14239,The Silent Ocean,1783,cooking,43.82,1984,677,7115561870543
14240,Wolf of Embers,864,travel,28.86,1996,97,2620852265498
14241,Ocean of Mountains,1891,thriller,6.82,2016,291,844-0-860-13189-0
14242,Spark of Mountains,705,reference,23.79,2002,897,0841602444657
14243,Mirror of Citys,301,romance,36.35,2015,544,076-7-063-54696-1
14244,The Endless Ghost,852,mystery,14.45,2006,190,4923345640900
14245,Forgotten Kingdom,83,cooking,47.25,1980,154,8206423740323
14246,The Hollow Archive,1352,mystery,7.71,2022,164,630-9-205-54288-6
14247,The Fading Path,163,cooking,8.84,2026,238,546-3-099-01989-4
14248,Silent Mirror,928,travel,15.38,2017,,8186079098405
14249,Hidden Ember,1998,scifi,33.7,2024,605,8939022758868
14250,River of Shadows,1589,cooking,41.02,2003,204,1218153566406
14251,Path of Shadows,1998,history,15.69,1985,721,9825628804190
14252,Last Shadow,755,cooking,48.99,1982,573,535-6-911-19574-7
14253,The Crimson Garden,1634,poetry,23.18,2014,155,6551719266943
14254,Daughter of Oceans,1998,cooking,23.04,1992,201,2436659834689
14255,The Frozen Empire,1780,travel,11.71,2013,177,461-9-282-78465-0
14256,Silent Guest,1387,cooking,37.16,1990,757,311-6-912-08804-5
14257,Kingdom of Silences,670,cooking,37.98,2023,112,5766032159735
14258,The Frozen Path,1772,cooking,49.28,1982,372,978-2-923-92161-2
14259,River of Hunters,1916,biography,9.85,2019,879,1443116257618
14260,The Silent Kingdom,1468,romance,21.4,2003,391,989-3-067-71210-0
14261,Sudden Archive,500,science,43.94,2011,804,4205438810743
14262,Daughter of Paths,1998,cooking,44.63,2004,846,7962512602554
14263,Wolf of Oceans,621,self-help,8.45,2022,190,937-0-873-40116-0
14264,Wolf of Daughters,176,children,18.37,2000,600,7303926081153
14265,Sudden Machine,270,travel,38.58,1984,569,8490886201320
14266,Last Garden,933,self-help,30.75,2002,373,9696088047876
14267,Hollow Empire,1607,cooking,48.32,1988,582,542-8-177-00453-4
14268,Hollow Archive,17,science,34.68,2012,426,8346758756021
14269,Whisper of Archives,217,thriller,24.24,1982,447,3402084097486
14270,Frozen Kingdom,1777,cooking,46.1,1985,80,776-3-369-86343-3
14271,Buried Wolf,1604,thriller,44.4,1988,792,358-8-587-30230-1
14272,Ember of Embers,1998,scifi,24.33,2022,347,0741550649668
14273,The Fading Machine,1276,biography,46.74,2000,818,848-4-134-67168-4
14274,The Frozen Ocean,1659,cooking,9.86,1991,347,326-5-952-49765-3
14275,Archive of Bones,1305,biography,49.28,2020,722,6579469108751
14276,Spark of Guests,1998,travel,14.77,1994,500,1297782393162
14277,Daughter of Empires,595,children,28.49,2003,862,807-5-825-85304-7
14278,The Endless Mirror,1549,biography,42.9,1987,849,452-5-651-09439-9
14279,Empire of Winters,413,romance,31.79,1990,218,440-2-445-33665-4
14280,Hunter of Silences,238,science,16.31,1997,359,377-9-447-20719-1
14281,The Crimson Path,347,cooking,36.34,2000,897,0395154291393
14282,The Quiet Spark,1475,fiction,30.12,1981,89,589-7-831-65425-8
14283,The Endless City,268,cooking,6.78,2008,854,7214765633702
14284,Silent Spark,1199,reference,31.26,1996,371,0425078934741
14285,Frozen Dream,1299,thriller,31.17,2020,879,441-6-073-68280-3
14286,The Endless Ghost,1998,cooking,17.22,2010,472,5383692617808
14287,The Last Spark,562,cooking,43.34,1990,693,906-5-641-72779-6
14288,Bone of Thrones,633,poetry,47.06,2020,803,7185059919551
14289,The Crimson Mountain,334,mystery,37.46,1982,391,381-0-903-53969-4
14290,Heir of Silences,1437,scifi,12.51,2023,,7529501122617
14291,Silence of Archives,322,thriller,31.6,2016,154,9453770624137
14292,The Golden Wolf,893,history,21.29,2003,765,589-9-068-43902-4
14293,Shadow of Archives,1847,self-help,40.67,2023,724,299-7-012-87218-4
14294,Buried Ghost,1998,science,20.68,1988,228,0474623556008
14295,The Forgotten Archive,134,cooking,16.33,1992,296,039-7-104-40360-5
14296,The Endless Bone,1998,cooking,35.79,1999,762,255-7-540-87360-6
14297,The Broken Spark,798,travel,35.7,2026,651,382-7-243-20287-4
14298,The Endless Ghost,689,cooking,18.05,2021,257,727-8-955-70656-9
14299,The Hidden Path,1811,thriller,17.2,2017,,697-1-153-71359-6
14300,The Buried Path,460,fiction,14.33,2012,294,692-0-395-76377-9
14301,The Quiet River,1221,cooking,45.82,2016,,0697642438898
14302,Spark of Hunters,1205,cooking,48.29,1997,801,9053712622180
14303,Hollow River,1370,thriller,35.09,2010,488,435-4-958-67990-3
14304,Pale Winter,1998,fantasy,15.17,1993,574,8808441888086
14305,Archive of Ghosts,1361,cooking,19.51,1983,,692-2-654-41684-0
14306,The Frozen Whisper,526,fantasy,11.67,1999,100,565-1-691-90290-8
14307,Crimson Ghost,1584,biography,28.79,1986,735,307-4-529-73878-0
14308,Winter of Daughters,1961,cooking,9.14,2020,729,6262445090401
14309,The Fading Mountain,378,cooking,34.5,2011,320,478-1-219-70923-5
14310,Fading Silence,1849,travel,48.34,2014,775,5127100802036
14311,Guest of Citys,1998,cooking,20.81,2022,98,9766480700074
14312,Mountain of Paths,479,poetry,16.61,2024,861,0862088157784
14313,The Forgotten Hunter,289,cooking,26.94,2016,562,5020598596966
14314,Last Daughter,1998,cooking,41.09,2020,774,8780372784307
14315,Whisper of Heirs,777,reference,25.9,1988,889,979-7-927-68604-2
14316,The Silent Ocean,246,fantasy,39.67,1982,83,2169089844976
14317,Buried Dream,1043,fiction,9.68,1989,691,4859701694229
14318,Dream of Gardens,1684,poetry,10.27,2014,899,5526498952107
14319,Fading Empire,455,cooking,7.22,1991,234,8611648409832
14320,City of Mountains,36,biography,10.91,2011,,6532824127670
14321,Distant Guest,1998,science,12.44,2018,587,8227544503923
14322,Silence of Hunters,1419,cooking,5.41,1996,476,994-8-297-51035-2
14323,City of Hunters,149,cooking,27.12,1986,402,320-7-337-44351-8
14324,Dream of Embers,1055,cooking,46.41,1980,549,831-2-699-13445-1
14325,Distant Daughter,1998,cooking,25.34,2020,224,6341704389899
14326,The Frozen Guest,1998,cooking,9.81,2012,684,6171601295938
14327,Sudden Throne,718,science,48.16,1989,140,7382846374271
14328,Path of Winters,1784,science,46.42,2013,116,430-7-479-35728-3
14329,Forgotten Ember,59,fantasy,5.42,2001,794,7361483603878
14330,Machine of Sparks,1998,cooking,40.52,2001,423,9749523607381
14331,The Quiet River,1510,cooking,26.27,2016,691,9759040907101
14332,Ghost of Sparks,963,cooking,10.51,1998,816,0170455635641
14333,The Endless Ocean,1998,thriller,30.9,1986,597,6331413365258
14334,The Distant Whisper,691,cooking,11.65,2011,631,1219830828334
14335,Empire of Heirs,1998,reference,11.43,1996,591,524-2-646-25752-5
14336,Daughter of Paths,606,cooking,21.44,1993,389,1079851722278
14337,The Silent Mountain,392,poetry,29.26,1997,200,466-5-305-84800-1
14338,The Crimson Whisper,963,fiction,29.73,2020,893,7656608993574
14339,Empire of Shadows,483,cooking,46.84,2010,,030-3-425-50913-2
14340,Distant Daughter,1998,cooking,11.41,2015,738,2345945366359
14341,Silent Spark,203,cooking,9.41,2005,677,9089572474878
14342,The Broken Hunter,1626,scifi,5.07,2010,371,286-4-188-45965-5
14343,Machine of Whispers,1437,cooking,35.71,2009,230,1446205548178
14344,Quiet Ghost,625,mystery,34.67,2013,503,1338526990287
14345,The Quiet Ember,771,travel,17.14,1999,475,1966655317100
14346,The Distant Kingdom,1653,history,12.86,2013,686,245-0-901-47341-3
14347,The Silent Wolf,1327,science,49.75,2016,652,5315716038215
14348,Distant Bone,1998,fantasy,19.55,1985,284,1675609641017
14349,Silence of Daughters,1172,cooking,30.62,2023,232,461-7-568-49944-1
14350,The Quiet Ocean,908,self-help,45.18,1981,898,3050021925173
14351,The Last Spark,1461,cooking,26.01,2004,644,4770163086857
14352,Pale Spark,208,cooking,27.79,2020,,533-4-905-52347-9
14353,The Silent Mirror,1998,cooking,27.08,2003,490,2944244480490
14354,Empire of Gardens,1998,mystery,43.27,2023,836,7364459358325
14355,The Endless Whisper,1719,cooking,45.67,2014,138,2983001035993
14356,Crimson Heir,1050,fiction,10.47,1992,531,198-4-317-84736-3
14357,Golden Ghost,523,history,45.26,1990,553,3830549135237
14358,The Endless Winter,1998,cooking,25.88,2014,310,0439464389359
14359,Hidden Mountain,1003,cooking,7.22,2021,798,840-8-455-84803-7
14360,The Silent Ghost,1560,biography,44.99,1983,310,3273988985512
14361,The Endless Throne,282,biography,42.71,2006,797,9903982312677
14362,Pale Path,1962,biography,32.67,2026,,7174066895082
14363,The Hidden Ember,1699,cooking,22.25,2010,655,020-3-459-89665-0
14364,Wolf of Embers,217,cooking,28.08,2014,782,9729851649302
14365,Shadow of Empires,1607,cooking,5.6,2024,695,002-3-931-53182-1
14366,The Pale Dream,1356,history,36.94,2020,637,986-6-609-22080-5
14367,Silence of Archives,468,poetry,9.33,2014,,5056657101242
14368,Mountain of Kingdoms,1093,mystery,38.82,2025,428,650-0-304-29035-9
14369,Frozen Garden,1259,cooking,17.43,2006,466,5656019674118
14370,Path of Archives,859,biography,17.08,2014,,6574209892657
14371,Forgotten City,851,cooking,7.39,2019,788,2459445233035
14372,The Broken Hunter,913,poetry,38.99,2019,413,2163929126706
14373,Silent Machine,1711,reference,48.69,1998,782,0223822190646
14374,Ember of Silences,98,travel,20.47,2002,225,8935080317258
14375,Bone of Ghosts,1518,poetry,25.92,2011,511,861-5-167-75054-9
14376,Quiet Hunter,22,fiction,17.22,2017,681,871-0-733-79906-4
14377,Sudden Mountain,999,travel,14.01,2006,523,0352738359608
14378,Archive of Machines,1869,cooking,44.92,2019,446,1919595162508
14379,The Crimson Guest,1868,cooking,27.74,1983,,4500687015976
14380,Crimson Garden,483,cooking,33.79,2010,868,7324267336991
14381,The Buried Whisper,1594,cooking,49.47,1993,851,2412362200355
14382,Ghost of Bones,355,cooking,18.11,2003,841,857-1-670-24348-5
14383,Kingdom of Daughters,655,cooking,20.03,2000,213,2286141102101
14384,Crimson Guest,148,cooking,42.77,1980,169,1579111550855
14385,The Fading Ocean,125,cooking,45.9,2011,859,666-9-313-95337-8
14386,Crimson Mirror,831,cooking,27.63,2000,203,9897572686855
14387,Ocean of Silences,1998,cooking,5.76,2010,198,7706154562435
14388,Mountain of Mirrors,1619,romance,25.63,1999,566,859-3-870-59120-9
14389,The Quiet Archive,1828,cooking,41.02,2004,552,7662594137000
14390,The Broken Guest,1522,biography,15.71,1987,262,054-5-290-85845-7
14391,The Silent Garden,1697,cooking,19.68,1993,866,001-2-544-81483-8
14392,Distant Ember,557,cooking,22.92,1990,98,794-1-393-39314-0
14393,Machine of Oceans,510,science,7.49,1998,593,1807695258778
14394,The Last Spark,1562,cooking,5.0,2025,657,2615122523035
14395,The Pale Kingdom,1998,cooking,11.73,2001,120,1977929713685
14396,Broken Empire,1998,cooking,7.4,2011,626,100-5-425-88055-5
14397,The Forgotten Shadow,721,cooking,18.9,1992,207,5839441979385
14398,Endless Winter,748,cooking,27.16,1987,592,0366161544221
14399,Quiet River,211,scifi,46.98,1993,363,8310987400992
14400,The Sudden Spark,1658,cooking,16.13,1987,532,8070092745873
14401,Fading Bone,281,self-help,32.43,2008,790,5208199659092
14402,Wolf of Ghosts,1005,cooking,43.24,2006,824,6007515331645
14403,The Last Heir,151,cooking,28.31,2004,321,234-8-701-48513-2
14404,The Pale City,409,cooking,13.22,2017,795,0460657011505
14405,Distant Mountain,1190,cooking,7.59,1985,643,9193010038788
14406,Last Empire,1998,cooking,41.61,1983,324,656-4-777-48853-1
14407,The Buried Mirror,379,cooking,12.38,2005,167,1131674056445
14408,Last Wolf,670,thriller,34.37,2013,866,8456437300376
14409,Last Garden,1263,fantasy,34.46,2015,867,9477558881934
14410,The Distant Empire,1998,thriller,29.8,2008,523,9696801272788
14411,Last Hunter,189,children,29.66,2005,402,9206088593367
14412,Winter of Oceans,1629,self-help,40.68,1995,301,777-0-401-69835-9
14413,Golden Daughter,1998,cooking,21.96,2004,164,0239545133740
14414,Garden of Oceans,1923,travel,46.38,2008,192,5042061893716
14415,Empire of Mountains,1022,reference,42.88,2026,214,3634119331525
14416,Endless Mountain,1998,mystery,10.13,2012,111,8607194020543
14417,The Frozen Empire,1049,cooking,44.8,2009,803,728-6-142-82964-3
14418,The Golden Winter,406,fantasy,47.4,2008,879,854-2-955-21428-3
14419,Bone of Guests,1117,cooking,35.44,1998,192,491-6-609-78272-3
14420,Daughter of Gardens,1998,cooking,41.19,2005,100,097-9-865-88802-6
14421,Hunter of Bones,1340,thriller,47.33,1980,710,011-3-727-91894-3
14422,Hunter of Shadows,1025,children,22.5,2013,834,1909221474220
14423,The Endless Path,875,fantasy,34.27,1993,330,370-1-545-94595-4
14424,The Endless Whisper,1998,mystery,27.58,1991,531,4362469251280
14425,Ocean of Dreams,68,biography,44.81,2001,823,583-4-621-16789-3
14426,Frozen Winter,1998,romance,15.37,2020,205,0438424161966
14427,Distant Kingdom,672,children,30.39,1989,597,457-6-962-28321-5
14428,Silent Empire,580,cooking,19.45,2012,508,4072163944504
14429,The Crimson Winter,796,reference,7.89,2022,97,9273402076458
14430,Machine of Rivers,1998,cooking,38.56,1993,590,1368339791465
14431,Ghost of Mountains,1699,cooking,34.83,2006,776,2954587876529
14432,The Golden Kingdom,1998,fiction,13.07,2002,260,981-4-455-46610-3
14433,Empire of Archives,1567,travel,48.81,2023,456,7193361552573
14434,Hollow Silence,44,cooking,39.11,1998,655,0656053673345
14435,The Hollow Whisper,1744,mystery,6.71,1993,787,198-3-690-37334-1
14436,The Silent Garden,1998,scifi,36.86,1989,241,5288316735496
14437,Endless River,1620,fiction,48.56,1991,683,509-5-468-25012-8
14438,The Fading Daughter,1998,scifi,9.97,2008,809,4462226519587
14439,The Forgotten Heir,1106,fantasy,45.76,1986,211,905-4-139-58502-0
14440,Spark of Dreams,1998,history,45.22,2015,513,6449056342876
14441,Winter of Mountains,1843,mystery,46.25,2026,481,522-9-646-91175-5
14442,The Hollow City,806,cooking,16.4,2005,848,0034364223249
14443,Buried Machine,1972,travel,48.98,2010,721,6903654678729
14444,River of Mountains,778,thriller,8.18,2009,733,4255283242762
14445,Fading Silence,1048,science,9.75,2016,219,368-3-236-11033-9
14446,Garden of Ghosts,546,self-help,8.6,2019,755,1873081249724
14447,The Fading Kingdom,1438,cooking,7.68,2012,757,975-4-455-03838-0
14448,Pale River,370,romance,8.06,2010,861,605-6-324-12523-7
14449,Pale Ocean,654,fantasy,38.99,2004,83,4295145326800
14450,Empire of Sparks,677,cooking,43.21,2008,532,962-3-476-01877-2
